Unnamed: 0,DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
656474,121523267,2012-12-09,2012-12-07,1600,15,N Hollywood,1511,510,VEHICLE - STOLEN,,11.0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,13100    SHERMAN                      WY,,"(34.2012, -118.4182)"
339952,110310299,2011-04-10,2011-04-08,925,3,Southwest,363,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0432 0913,31.0,M,W,102.0,SIDEWALK,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,4100    LOCKLAND                     PL,,"(34.0092, -118.3407)"
1146278,151604849,2015-01-24,2015-01-24,1645,16,Foothill,1657,624,BATTERY - SIMPLE ASSAULT,0416 0913,18.0,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,7300    VALMONT                      ST,,"(34.2523, -118.291)"
3020,130109960,2013-03-31,2013-03-31,1600,1,Central,191,956,"LETTERS, LEWD",1501,27.0,F,H,203.0,OTHER BUSINESS,,,AO,Adult Other,956.0,,,,600 W  WASHINGTON                   BL,,"(34.0344, -118.272)"
792859,132117045,2013-10-18,2013-10-18,100,21,Topanga,2125,510,VEHICLE - STOLEN,,12.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,7700    OWENSMOUTH                   AV,,"(34.2103, -118.6016)"
1149594,151611695,2015-07-29,2015-07-28,2330,16,Foothill,1602,510,VEHICLE - STOLEN,,14.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,12800    MONTFORD                     ST,,"(34.2823, -118.4116)"
850400,140709071,2014-05-15,2014-04-24,1200,7,Wilshire,762,354,THEFT OF IDENTITY,0377 0930 1822,43.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1700 S  FAIRFAX                      AV,,"(34.0456, -118.3681)"
487771,111904717,2011-01-12,2011-01-11,2030,19,Mission,1994,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,,M,O,248.0,CELL PHONE STORE,,,IC,Invest Cont,341.0,,,,14500    ROSCOE                       BL,,"(34.2216, -118.4488)"
869949,140916031,2014-09-12,2014-09-12,1200,9,Van Nuys,952,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 1243 2000,29.0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,14800    MAGNOLIA                     BL,,"(34.1649, -118.4553)"
1143929,151521852,2015-11-17,2015-11-16,1830,15,N Hollywood,1548,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344,26.0,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,331.0,,,,5300    DENNY                        AV,,"(34.1667, -118.3643)"
582865,120815193,2012-09-27,2012-09-26,1630,8,West LA,847,910,KIDNAPPING,0310 0337 0421 0422 0432 0601 0913 1259 0911 1817,39.0,M,H,503.0,HOTEL,515.0,PHYSICAL PRESENCE,IC,Invest Cont,910.0,,,,10300 W  OLYMPIC                      BL,,"(34.0528, -118.4167)"
71345,130912425,2013-06-20,2013-06-20,830,9,Van Nuys,969,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344,60.0,M,B,101.0,STREET,,,IC,Invest Cont,331.0,,,,5000    COLDWATER CANYON             AV,,"(34.1613, -118.4137)"
1102674,151209664,2015-03-24,2015-03-22,2330,12,77th Street,1204,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1202,74.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745.0,,,,1400 W  46TH                         ST,,"(34.0019, -118.3002)"
143201,101600585,2010-01-22,2010-01-22,2245,16,Foothill,1684,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1212 1300 1402,,M,X,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,998.0,,,BEN,BURTON,"(34.2207, -118.3945)"
339470,110309264,2011-03-25,2011-02-13,1910,3,Southwest,331,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0400 0443,52.0,F,B,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,2600 S  LONGWOOD                     AV,,"(34.0325, -118.3496)"
15209,130221615,2013-11-04,2013-11-02,1800,2,Rampart,265,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,26.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,2000    JAMES M WOOD                 BL,,"(34.0529, -118.2776)"
1487816,171214581,2017-05-27,2017-05-27,2003,12,77th Street,1258,110,CRIMINAL HOMICIDE,0342 1309 1313 0302 0430 0326 0906 1100 1402,24.0,M,H,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,110.0,,,,77TH                         ST,MAIN                         ST,"(33.9699, -118.2739)"
1028768,150405526,2015-02-04,2015-02-02,2130,4,Hollenbeck,461,330,BURGLARY FROM VEHICLE,0344,48.0,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,PECAN,3RD                          ST,"(34.0453, -118.2218)"
1474739,171007590,2017-03-18,2017-03-18,2055,10,West Valley,1063,440,THEFT PLAIN - PETTY ($950 & UNDER),0421 1236 0448 0101,44.0,M,W,203.0,OTHER BUSINESS,511.0,VERBAL THREAT,AA,Adult Arrest,440.0,930.0,,,18400    VENTURA                      BL,,"(34.1678, -118.5336)"
1197780,152113377,2015-07-26,2015-07-26,1945,21,Topanga,2155,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,75.0,F,W,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341.0,,,,6300    TOPANGA CANYON               BL,,"(34.1828, -118.6102)"
1074046,150908270,2015-03-29,2015-03-28,2315,9,Van Nuys,905,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 1814 0444,43.0,F,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,14700    SHERMAN                      WY,,"(34.2048, -118.4531)"
514578,120106510,2012-02-14,2012-02-14,955,1,Central,192,330,BURGLARY FROM VEHICLE,1307 0344 0329,57.0,M,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,1300 S  GRAND                        AV,,"(34.0389, -118.2643)"
131508,131121664,2013-12-19,2013-12-18,2100,11,Northeast,1173,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,,M,O,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,745.0,,,,1800    GLENDALE                     BL,,"(34.0899, -118.2592)"
443264,111416840,2011-06-07,2011-06-07,1625,14,Pacific,1435,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0371 0416 0417 0500 0906,56.0,M,W,710.0,OTHER PREMISE,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230.0,,,,12000    VENICE                       BL,,"(34.0062, -118.4289)"
409772,111109625,2011-04-19,2011-04-19,1815,11,Northeast,1195,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416,11.0,F,H,714.0,DODGER STADIUM,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627.0,,,,1000    ELYSIAN PARK                 AV,,"(34.0725, -118.2459)"
88492,101021655,2010-12-30,2010-12-29,2100,10,West Valley,1097,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,61.0,M,W,101.0,STREET,,,IC,Invest Cont,745.0,,,,4500    COMBER                       AV,,"(34.1516, -118.5168)"
1070839,150818682,2015-12-06,2015-12-03,1312,8,West LA,824,649,DOCUMENT FORGERY / STOLEN FELONY,0100 1202 0923,61.0,F,O,101.0,STREET,,,IC,Invest Cont,649.0,,,,100 S  ROCKINGHAM                   AV,,"(34.043, -118.5078)"
292267,101214556,2010-05-17,2010-05-15,900,12,77th Street,1243,510,VEHICLE - STOLEN,,,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,7000 S  WESTERN                      AV,,"(33.9762, -118.309)"
436478,111320809,2011-09-02,2011-09-02,1700,13,Newton,1394,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0913 1243 2000,35.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,100 E  68TH                         ST,,"(33.9779, -118.2739)"
1269217,160624933,2016-12-10,2016-12-10,1600,6,Hollywood,636,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,15.0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,1700    WILCOX                       AV,,"(34.1016, -118.331)"
1277152,160717463,2016-11-07,2016-11-07,457,7,Wilshire,706,310,BURGLARY,0314 1501 1606,50.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,500 N  MC CADDEN                    PL,,"(34.0803, -118.3374)"
1187960,152013127,2015-07-11,2015-07-11,1915,20,Olympic,2038,624,BATTERY - SIMPLE ASSAULT,0416,35.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,600    SHATTO                       PL,,"(34.0608, -118.2903)"
560710,120607951,2012-02-21,2012-02-20,2300,6,Hollywood,643,330,BURGLARY FROM VEHICLE,0344 1300 1307,21.0,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,1700    CAMINO PALMERO,,"(34.1016, -118.35)"
988981,150806898,2015-03-11,2014-09-01,1500,8,West LA,819,956,"LETTERS, LEWD",,44.0,F,W,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,956.0,,,,500 S  BEVERLY GLEN                 BL,,"(34.0735, -118.4315)"
1148706,151610002,2015-06-12,2015-06-12,1350,16,Foothill,1638,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,26.0,M,O,738.0,LIBRARY,,,IC,Invest Cont,341.0,,,,7700    FOOTHILL                     BL,,"(34.2595, -118.293)"
714781,130907416,2013-03-13,2012-12-22,1200,9,Van Nuys,941,354,THEFT OF IDENTITY,1202 0930 1822,73.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,14900    MARTHA                       ST,,"(34.1731, -118.4574)"
1398822,161914349,2016-07-05,2016-07-05,250,19,Mission,1991,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,49.0,F,O,120.0,STORAGE SHED,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,15400    CABRITO                      RD,,"(34.2166, -118.4682)"
1494319,171314746,2017-06-19,2017-05-23,1200,13,Newton,1395,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0446 1906 0913,26.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,300 E  68TH                         ST,,"(33.9779, -118.2695)"
1355319,161507185,2016-02-26,2016-02-13,1200,15,N Hollywood,1533,662,"BUNCO, GRAND THEFT",0344 0800,29.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,662.0,,,,12000    BURBANK                      BL,,"(34.1751, -118.3943)"
1565538,171815068,2017-07-15,2017-07-15,300,18,Southeast,1802,761,BRANDISH WEAPON,2000 0421 1814 0443 2002,45.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,761.0,,,,400 W  89TH                         ST,,"(33.956, -118.2812)"
545453,120409124,2012-05-01,2012-05-01,915,4,Hollenbeck,417,920,KIDNAPPING - GRAND ATTEMPT,1309 1313 0326 0340 1251,19.0,F,H,101.0,STREET,515.0,PHYSICAL PRESENCE,IC,Invest Cont,920.0,,,,MERCURY,BERYL,"(34.0859, -118.1883)"
432821,111310885,2011-04-23,2011-04-23,2230,13,Newton,1372,624,BATTERY - SIMPLE ASSAULT,0416 1814 2000,19.0,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,5500    TOWNE                        AV,,"(33.9925, -118.2674)"
752353,131708784,2013-04-09,2013-04-08,2330,17,Devonshire,1723,330,BURGLARY FROM VEHICLE,0344 0321,46.0,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,20400    MENDON                       PL,,"(34.2631, -118.579)"
1421006,162116012,2016-05-10,2016-03-25,1200,21,Topanga,2185,649,DOCUMENT FORGERY / STOLEN FELONY,1822 0923,35.0,M,X,602.0,BANK,,,IC,Invest Cont,649.0,,,,22000    VENTURA                      BL,,"(34.1685, -118.6058)"
851474,140711201,2014-07-08,2014-07-08,1230,7,Wilshire,719,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 0321,30.0,F,W,101.0,STREET,,,IC,Invest Cont,740.0,,,,500 N  LUCERNE                      BL,,"(34.079, -118.3248)"
1349501,161422459,2016-08-28,2016-08-27,500,14,Pacific,1469,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000,28.0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,5700 W  CENTINELA                    AV,,"(33.9765, -118.381)"
1309986,161109962,2016-05-05,2016-05-04,2300,11,Northeast,1177,210,ROBBERY,0400 0443 0344 0355 2004,31.0,F,H,101.0,STREET,216.0,SCISSORS,AA,Adult Arrest,210.0,,,,MC CLURE,AVENUE 27,"(34.0874, -118.2251)"
582929,120815320,2012-09-28,2012-09-28,1900,8,West LA,859,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 2000,40.0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,,,,8700    CASHIO                       ST,,"(34.0518, -118.3819)"
1441911,170309894,2017-03-30,2017-03-29,2145,3,Southwest,376,510,VEHICLE - STOLEN,,16.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,3800 S  HARVARD                      BL,,"(34.0174, -118.3067)"
1295303,160918745,2016-10-16,2016-10-15,2200,9,Van Nuys,963,510,VEHICLE - STOLEN,,15.0,,,104.0,DRIVEWAY,,,IC,Invest Cont,510.0,,,,15200    HARTSOOK                     ST,,"(34.164, -118.464)"
1334474,161310102,2016-04-15,2016-04-15,2300,13,Newton,1363,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1309 0913 2000 1241 1813,48.0,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,740.0,,,,800 E  50TH                         ST,,"(33.9976, -118.2617)"
241711,100416534,2010-10-16,2010-10-08,1700,4,Hollenbeck,429,626,INTIMATE PARTNER - SIMPLE ASSAULT,0408 0416 0432 0429 0444 2000,34.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,5100    OAKLAND                      ST,,"(34.0878, -118.1716)"
616638,121210765,2012-04-08,2012-04-08,145,12,77th Street,1242,220,ATTEMPTED ROBBERY,0417 0416 0355 0342 1223 1218,45.0,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220.0,,,,8TH,67TH                         ST,"(33.9782, -118.3265)"
208249,100104677,2010-01-12,2010-01-12,1430,1,Central,139,946,OTHER MISCELLANEOUS CRIME,0400,28.0,M,B,725.0,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,AA,Adult Arrest,946.0,,,,800 E  4TH                          PL,,"(34.0445, -118.2367)"
203704,111704367,2011-01-08,2010-12-18,1700,17,Devonshire,1752,354,THEFT OF IDENTITY,0377 1822,57.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,20800    VINTAGE                      ST,,"(34.2518, -118.5851)"
809807,140220024,2014-10-31,2014-06-01,1230,2,Rampart,281,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)0060,1258 1807 0522,11.0,M,H,708.0,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,812.0,,,,1100 S  ALVARADO                     ST,,"(34.0503, -118.2808)"
634880,121322565,2012-11-15,2012-11-15,1400,13,Newton,1371,220,ATTEMPTED ROBBERY,0448 0444 0345 0202 1017 0400,11.0,M,B,402.0,MARKET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220.0,,,,5500 S  BROADWAY,,"(33.9924, -118.2783)"
1563820,171219002,2017-07-26,2017-07-22,630,12,77th Street,1268,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0447 0416 0446 0449,40.0,M,H,501.0,SINGLE FAMILY DWELLING,302.0,BLUNT INSTRUMENT,IC,Invest Cont,626.0,,,,200 W  84TH                         PL,,"(33.9624, -118.2761)"
125269,101411619,2010-04-28,2010-04-27,1400,14,Pacific,1438,310,BURGLARY,0344,27.0,M,H,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,,,,10700    TABOR                        ST,,"(34.0233, -118.4105)"
214027,100121123,2010-12-06,2010-12-03,1400,1,Central,162,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0601,42.0,M,W,503.0,HOTEL,,,IC,Invest Cont,440.0,,,,800 S  FLOWER                       ST,,"(34.0473, -118.2601)"
873395,141004944,2014-01-24,2014-01-23,2000,10,West Valley,1067,330,BURGLARY FROM VEHICLE,0344 1300 1307 1609,26.0,F,O,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,5400    ENCINO                       AV,,"(34.1693, -118.5142)"
892642,141208572,2014-03-17,2014-03-16,2150,12,77th Street,1204,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0416 0445 0353 0319 1817 1218,43.0,F,B,120.0,STORAGE SHED,302.0,BLUNT INSTRUMENT,IC,Invest Cont,230.0,,,,48TH                         ST,VERMONT                      AV,"(33.9996, -118.2915)"
1260469,160605219,2016-01-21,2016-01-21,20,6,Hollywood,645,624,BATTERY - SIMPLE ASSAULT,0400 0416,26.0,F,W,733.0,BAR/SPORTS BAR (OPEN DAY & NIGHT),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,7000    HOLLYWOOD                    BL,,"(34.1016, -118.3417)"
230588,100318518,2010-07-26,2010-07-16,1200,3,Southwest,338,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300,28.0,M,H,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,3000 S  VERMONT                      AV,,"(34.0274, -118.2915)"
1010410,150215228,2015-07-28,2015-07-22,2300,2,Rampart,285,626,INTIMATE PARTNER - SIMPLE ASSAULT,0408 0416 0432 0444 0448 0913 1243 1814 2000,25.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,1600 W  11TH                         PL,,"(34.047, -118.2755)"
1188187,152013522,2015-07-19,2015-07-18,1320,20,Olympic,2031,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,30.0,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,INGRAHAM,SAINT ANDREWS                PL,"(34.0607, -118.3112)"
1177944,151913961,2015-07-01,2015-06-30,1630,19,Mission,1974,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,,M,O,704.0,ELEMENTARY SCHOOL,,,IC,Invest Cont,745.0,,,,14800    RAYEN                        ST,,"(34.2337, -118.4536)"
1146854,151606028,2015-02-25,2015-02-25,45,16,Foothill,1633,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1309,30.0,F,H,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,740.0,,,,12000    OSBORNE                      ST,,"(34.2717, -118.4012)"
1256159,160514203,2016-08-08,2016-08-08,1925,5,Harbor,532,761,BRANDISH WEAPON,0334 0421 0360 0602 0913,46.0,M,H,501.0,SINGLE FAMILY DWELLING,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,761.0,930.0,,,1100    BAYVIEW                      AV,,"(33.7846, -118.2703)"
1350161,161423893,2016-09-20,2016-09-12,1400,14,Pacific,1475,354,THEFT OF IDENTITY,0377,71.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,7900    STEWART                      AV,,"(33.9682, -118.4106)"
1061236,150717572,2015-11-23,2015-11-19,1200,7,Wilshire,734,480,BIKE - STOLEN,0344,30.0,F,W,108.0,PARKING LOT,,,IC,Invest Cont,480.0,,,,300    HAUSER                       BL,,"(34.0699, -118.3511)"
632751,121317704,2012-08-20,2012-08-18,1600,13,Newton,1347,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0358 0344 1300,37.0,M,O,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,3000 S  ALAMEDA                      ST,,"(34.0132, -118.2397)"
684150,121821487,2012-12-07,2012-12-06,1800,18,Southeast,1804,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,43.0,M,H,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,102ND,AVALON,"(33.9438, -118.2652)"
1029492,150407137,2015-03-12,2015-03-12,1,4,Hollenbeck,473,649,DOCUMENT FORGERY / STOLEN FELONY,1202 0923 1402,84.0,F,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,649.0,998.0,,,2300    WHITTIER                     BL,,"(34.0349, -118.2169)"
1575446,171221537,2017-08-29,2017-08-16,110,12,77th Street,1245,310,BURGLARY,0443 0913 0324,45.0,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,7100 S  VERMONT                      AV,,"(33.9751, -118.2918)"
608733,121114717,2012-07-20,2012-07-20,815,11,Northeast,1127,330,BURGLARY FROM VEHICLE,1607 0344,44.0,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,900    MILWAUKEE                    AV,,"(34.1205, -118.1917)"
1335924,161313336,2016-06-07,2016-06-07,5,13,Newton,1371,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,15.0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,100 W  56TH                         ST,,"(33.9915, -118.2739)"
955412,141814882,2014-08-02,2014-08-02,600,18,Southeast,1844,624,BATTERY - SIMPLE ASSAULT,0400 0416 0444 1202,63.0,M,H,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,10400 S  MAIN,,"(33.942, -118.2739)"
1413268,162020739,2016-12-07,2016-12-07,1,20,Olympic,2022,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0311 0329,57.0,F,K,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745.0,,,,400 S  SAINT ANDREWS                PL,,"(34.0672, -118.3116)"
9568,130206806,2013-02-20,2013-02-20,140,2,Rampart,256,210,ROBBERY,0448 0420 0344,38.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,WILSHIRE                     BL,BONNIE BRAE,"(34.0569, -118.2725)"
616082,121209676,2012-03-22,2012-03-22,750,12,77th Street,1242,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 1202 0329,70.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745.0,,,,6000    7TH                          AV,,"(33.9855, -118.3245)"
970998,142007616,2014-03-19,2014-03-19,1845,20,Olympic,2049,210,ROBBERY,0336 0342 0344 0346 0352 0448 1309 1313 1221,40.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,JAMES M WOOD,WESTMORELAND,"(34.0559, -118.2891)"
765172,131815629,2013-09-09,2013-09-08,1600,18,Southeast,1824,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,33.0,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,CENTURY                      BL,MCKINLEY,"(33.9457, -118.2608)"
347544,110325243,2011-11-22,2011-11-22,1715,3,Southwest,321,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0325 0378 1236,10.0,M,X,406.0,OTHER STORE,,,AA,Adult Arrest,440.0,,,,3500 S  LA CIENEGA                   BL,,"(34.0242, -118.3722)"
1091735,151107989,2015-03-23,2015-03-23,1700,11,Northeast,1145,510,VEHICLE - STOLEN,,14.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,2800    RIVERSIDE                    DR,,"(34.1098, -118.2629)"
635208,121323329,2012-11-30,2012-11-30,1740,13,Newton,1313,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 1259 1251 0371 0334 0302 1206 0450 0305,16.0,M,H,103.0,ALLEY,102.0,HAND GUN,IC,Invest Cont,230.0,,,,WASHINGTON                   BL,STANFORD                     AV,"(34.0259, -118.2535)"
615816,121209181,2012-03-15,2012-03-15,745,12,77th Street,1209,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,0416 1258 1251,,M,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,235.0,,,,5000 S  FIGUEROA                     ST,,"(33.9974, -118.2827)"
84904,131013273,2013-08-02,2013-08-01,2200,10,West Valley,1017,510,VEHICLE - STOLEN,,12.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,7200    ANATOLA                      AV,,"(34.2021, -118.515)"
1236554,160319377,2016-08-21,2016-08-21,1010,3,Southwest,396,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1821 0416 0446 1276,28.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,900 W  VERNON                       AV,,"(34.0073, -118.2894)"
